550		0.43345	0.99495	0.00875
552		0.464336	0.998098	0.007382
554		0.495971	0.999748	0.006243
556		0.528296	0.999857	0.005304
558		0.561209	0.998326	0.004534
560		0.5945	0.995	0.0039
562		0.627976	0.989743	0.003371
564		0.66157	0.982724	0.002935
566		0.695239	0.974084	0.002585
568		0.728828	0.963857	0.002309
570		0.7621	0.952	0.0021
572		0.794826	0.938499	0.001948
574		0.826825	0.923458	0.001841
576		0.857933	0.907006	0.001766
578		0.887894	0.889205	0.001711
580		0.9133	0.87	0.00165
582		0.942798	0.849392	0.001564
584		0.967218	0.827581	0.001459
586		0.989386	0.804795	0.001337
588		1.009089	0.781192	0.001205
590		1.0263	0.757	0.0011
592		1.040986	0.7324224	0.001049
594		1.052467	0.707497	0.001021
596		1.059794	0.682219	0.000969
598		1.062807	0.656674	0.000887
600		1.0622	0.631	0.0008
602		1.058444	0.605314	0.000724
604		1.050977	0.579638	0.000645
606		1.039037	0.553961	0.000548
608		1.022666	0.528353	0.000435
610		1.0026	0.503	0.00034
612		0.979331	0.47803	0.000283
614		0.952848	0.453403	0.000252
616		0.923194	0.42908	0.00023
618		0.890502	0.405032	0.000212
620		0.85445	0.381	0.00019
622		0.814946	0.356827	0.000156
624		0.772954	0.332818	0.000117
626		0.729584	0.309338	0.000086
628		0.685602	0.286594	0.000065
630		0.6424	0.265	0.00005
632		0.601114	0.24489	0.000039
634		0.561398	0.226053	0.000033
636		0.5226	0.208162	0.000028
638		0.484744	0.191155	0.000024
640		0.4479	0.175	0.00002
642		0.412098	0.159646	0.000016
644		0.377533	0.145126	0.000012
646		0.344456	0.1315	0.000008
648		0.313019	0.118779	0.000003
650		0.2835	0.107	0
652		0.256118	0.096189	0
654		0.230727	0.086265	0
656		0.207097	0.077121	0
658		0.185171	0.06871	0
660		0.1649	0.061	0
662		0.14623	0.053955	0
664		0.129147	0.04755	0
666		0.11364	0.041759	0
668		0.09969	0.036564	0
670		0.0874	0.032	0
672		0.076804	0.028077	0
674		0.067687	0.024708	0
676		0.059807	0.021801	0
678		0.052971	0.019281	0
680		0.04677	0.017	0
682		0.040875	0.014837	0
684		0.035405	0.012835	0
686		0.030564	0.011068	0
688		0.026345	0.009533	0
690		0.0227	0.00821	0
692		0.0196	0.007085	0
694		0.016987	0.006138	0
696		0.014791	0.005343	0
698		0.012949	0.004676	0
700		0.011359	0.004102	0
702		0.009939	0.003589	0
704		0.008679	0.003134	0
706		0.007582	0.002738	0
708		0.006627	0.002393	0
710		0.00579	0.002091	0
712		0.005053	0.001825	0
714		0.004404	0.00159	0
716		0.003834	0.001384	0
718		0.003334	0.001204	0
720		0.002899	0.001047	0
722		0.002523	0.000911	0
724		0.002197	0.000793	0
726		0.001911	0.00069	0
728		0.00166	0.000599	0
730		0.00144	0.00052	0
732		0.001246	0.00045	0
734		0.001076	0.000389	0
736		0.000929	0.000335	0
738		0.000801	0.000289	0
740		0.00069	0.000249	0
742		0.000595	0.000215	0
744		0.000512	0.000185	0
746		0.000442	0.00016	0
748		0.000383	0.000138	0
750		0.000332	0.00012	0
752		0.000289	0.000104	0
754		0.000252	0.000091	0
756		0.000219	0.000079	0
758		0.000191	0.000069	0
760		0.000166	0.00006	0
762		0.000145	0.000052	0
764		0.000126	0.000045	0
766		0.00011	0.00004	0
768		0.000095	0.000034	0
770		0.000083	0.00003	0
772		0.000072	0.000026	0
774		0.000063	0.000023	0
776		0.000055	0.00002	0
778		0.000048	0.000017	0
780		0.000042	0.000015	0
